 SimTime (float32)[1], IPL (int32)[1], MAG (int32)[1], ALT (int32)[1], ALV (int32)[1]
8.3190,0,0,0,0
8.3195,0,0,0,0
8.3200,0,0,0,0
8.3205,0,0,0,0
8.3210,0,0,0,0
8.3215,0,0,0,0
8.3220,0,0,0,0
8.3225,0,0,0,0
8.3230,0,0,0,0
8.3235,0,0,0,0
8.3240,0,0,0,0
8.3245,0,0,0,0
8.3250,0,0,0,0
8.3255,0,0,0,0
8.3260,0,0,0,0
8.3265,0,0,0,0
8.3270,0,0,0,0
8.3275,0,0,0,0
8.3280,0,0,0,0
8.3285,0,0,0,0
8.3290,0,0,0,0
8.3295,0,0,0,0
8.3300,0,0,0,0
8.3305,0,0,0,0
8.3310,0,0,0,0
8.3315,0,0,0,0
8.3320,0,0,0,0
8.3325,0,0,0,0
8.3330,0,0,0,0
8.3335,0,0,0,0
8.3340,0,0,0,0
8.3345,0,0,0,0
8.3350,0,0,0,0
8.3355,0,0,0,0
8.3360,0,0,0,0
8.3365,0,0,0,0
8.3370,0,0,0,0
8.3375,0,0,0,0
8.3380,0,0,0,0
8.3385,0,0,0,0
8.3390,0,0,0,0
8.3395,0,0,0,0
8.3400,0,0,0,0
8.3405,0,0,0,0
8.3410,0,0,0,0
8.3415,0,0,0,0
8.3420,0,0,0,0
8.3425,0,0,0,0
8.3430,0,0,0,0
8.3435,0,0,0,0
8.3440,0,0,0,0
8.3445,0,0,0,0
8.3450,0,0,0,0
8.3455,0,0,0,0
8.3460,0,0,0,0
8.3465,0,0,0,0
8.3470,0,0,0,0
8.3475,0,0,0,0
8.3480,0,0,0,0
8.3485,0,0,0,0
8.3490,0,0,0,0
8.3495,0,0,0,0
8.3500,0,0,0,0
8.3505,0,0,0,0
8.3510,0,0,0,0
8.3515,0,0,0,0
8.3520,0,0,0,0
8.3525,0,0,0,0
8.3530,0,0,0,0
8.3535,0,0,0,0
8.3540,0,0,0,0
8.3545,0,0,0,0
8.3550,0,0,0,0
8.3555,0,0,0,0
8.3560,0,0,0,0
8.3565,0,0,0,0
8.3570,0,0,0,0
8.3575,0,0,0,0
8.3580,0,0,0,0
8.3585,0,0,0,0
8.3590,0,0,0,0
8.3595,0,0,0,0
8.3600,0,0,0,0
8.3605,0,0,0,0
8.3610,0,0,0,0
8.3615,0,0,0,0
8.3620,0,0,0,0
8.3625,0,0,0,0
8.3630,0,0,0,0
8.3635,0,0,0,0
8.3640,0,0,0,0
8.3645,0,0,0,0
8.3650,0,0,0,0
8.3655,0,0,0,0
8.3660,0,0,0,0
8.3665,0,0,0,0
8.3670,0,0,0,0
8.3675,0,0,0,0
8.3680,0,0,0,0
8.3685,0,0,0,0
8.3690,0,0,0,0
8.3695,0,0,0,0
8.3700,0,0,0,0
8.3705,0,0,0,0
8.3710,0,0,0,0
8.3715,0,0,0,0
8.3720,0,0,0,0
8.3725,0,0,0,0
8.3730,0,0,0,0
8.3735,0,0,0,0
8.3740,0,0,0,0
8.3745,0,0,0,0
8.3750,0,0,0,0
8.3755,0,0,0,0
8.3760,0,0,0,0
8.3765,0,0,0,0
8.3770,0,0,0,0
8.3775,0,0,0,0
8.3780,0,0,0,0
8.3785,0,0,0,0
8.3790,0,0,0,0
8.3795,0,0,0,0
8.3800,0,0,0,0
8.3805,0,0,0,0
8.3810,0,0,0,0
8.3815,0,0,0,0
8.3820,0,0,0,0
8.3825,0,0,0,0
8.3830,0,0,0,0
8.3835,0,0,0,0
8.3840,0,0,0,0
8.3845,0,0,0,0
8.3850,0,0,0,0
8.3855,0,0,0,0
8.3860,0,0,0,0
8.3865,0,0,0,0
8.3870,0,0,0,0
8.3875,0,0,0,0
8.3880,0,0,0,0
8.3885,0,0,0,0
8.3890,0,0,0,0
8.3895,0,0,0,0
8.3900,0,0,0,0
8.3905,0,0,0,0
8.3910,0,0,0,0
8.3915,0,0,0,0
8.3920,0,0,0,0
8.3925,0,0,0,0
8.3930,0,0,0,0
8.3935,0,0,0,0
8.3940,0,0,0,0
8.3945,0,0,0,0
8.3950,0,0,0,0
8.3955,0,0,0,0
8.3960,0,0,0,0
8.3965,0,0,0,0
8.3970,0,0,0,0
8.3975,0,0,0,0
8.3980,0,0,0,0
8.3985,0,0,0,0
8.3990,0,0,0,0
8.3995,0,0,0,0
8.4000,0,0,0,0
8.4005,0,0,0,0
8.4010,0,0,0,0
8.4015,0,0,0,0
8.4020,0,0,0,0
8.4025,0,0,0,0
8.4030,0,0,0,0
8.4035,0,0,0,0
8.4040,0,0,0,0
8.4045,0,0,0,0
8.4050,0,0,0,0
8.4055,0,0,0,0
8.4060,0,0,0,0
8.4065,0,0,0,0
8.4070,0,0,0,0
8.4075,0,0,0,0
8.4080,0,0,0,0
8.4085,0,0,0,0
8.4090,0,0,0,0
8.4095,0,0,0,0
8.4100,0,0,0,0
8.4105,0,0,0,0
8.4110,0,0,0,0
8.4115,0,0,0,0
8.4120,0,0,0,0
8.4125,0,0,0,0
8.4130,0,0,0,0
8.4135,0,0,0,0
8.4140,0,0,0,0
8.4145,0,0,0,0
8.4150,0,0,0,0
8.4155,0,0,0,0
8.4160,0,0,0,0
8.4165,0,0,0,0
8.4170,0,0,0,0
8.4175,0,0,0,0
8.4180,0,0,0,0
8.4185,0,0,0,0
8.4190,0,0,0,0
8.4195,0,0,0,0
8.4200,0,0,0,0
8.4205,0,0,0,0
8.4210,0,0,0,0
8.4215,0,0,0,0
8.4220,0,0,0,0
8.4225,0,0,0,0
8.4230,0,0,0,0
8.4235,0,0,0,0
8.4240,0,0,0,0
8.4245,0,0,0,0
8.4250,0,0,0,0
8.4255,0,0,0,0
8.4260,0,0,0,0
8.4265,0,0,0,0
8.4270,0,0,0,0
8.4275,0,0,0,0
8.4280,0,0,0,0
8.4285,0,0,0,0
8.4290,0,0,0,0
8.4295,0,0,0,0
8.4300,0,0,0,0
8.4305,0,0,0,0
8.4310,0,0,0,0
8.4315,0,0,0,0
8.4320,0,0,0,0
8.4325,0,0,0,0
8.4330,0,0,0,0
8.4335,0,0,0,0
8.4340,0,0,0,0
8.4345,0,0,0,0
8.4350,0,0,0,0
8.4355,0,0,0,0
8.4360,0,0,0,0
8.4365,0,0,0,0
8.4370,0,0,0,0
8.4375,0,0,0,0
8.4380,0,0,0,0
8.4385,0,0,0,0
8.4390,0,0,0,0
8.4395,0,0,0,0
8.4400,0,0,0,0
8.4405,0,0,0,0
8.4410,0,0,0,0
8.4415,0,0,0,0
8.4420,0,0,0,0
8.4425,0,0,0,0
8.4430,0,0,0,0
8.4435,0,0,0,0
8.4440,0,0,0,0
8.4445,0,0,0,0
8.4450,0,0,0,0
8.4455,0,0,0,0
8.4460,0,0,0,0
8.4465,0,0,0,0
8.4470,0,0,0,0
8.4475,0,0,0,0
8.4480,0,0,0,0
8.4485,0,0,0,0
8.4490,0,0,0,0
8.4495,0,0,0,0
8.4500,0,0,0,0
8.4505,0,0,0,0
8.4510,0,0,0,0
8.4515,0,0,0,0
8.4520,0,0,0,0
8.4525,0,0,0,0
8.4530,0,0,0,0
8.4535,0,0,0,0
8.4540,0,0,0,0
8.4545,0,0,0,0
8.4550,0,0,0,0
8.4555,0,0,0,0
8.4560,0,0,0,0
8.4565,0,0,0,0
8.4570,0,0,0,0
8.4575,0,0,0,0
8.4580,0,0,0,0
8.4585,0,0,0,0
8.4590,0,0,0,0
8.4595,0,0,0,0
8.4600,0,0,0,0
8.4605,0,0,0,0
8.4610,0,0,0,0
8.4615,0,0,0,0
8.4620,0,0,0,0
8.4625,0,0,0,0
8.4630,0,0,0,0
8.4635,0,0,0,0
8.4640,0,0,0,0
8.4645,0,0,0,0
8.4650,0,0,0,0
8.4655,0,0,0,0
8.4660,0,0,0,0
8.4665,0,0,0,0
8.4670,0,0,0,0
8.4675,0,0,0,0
8.4680,0,0,0,0
8.4685,0,0,0,0
8.4690,0,0,0,0
8.4695,0,0,0,0
8.4700,0,0,0,0
8.4705,0,0,0,0
8.4710,0,0,0,0
8.4715,0,0,0,0
8.4720,0,0,0,0
8.4725,0,0,0,0
8.4730,0,0,0,0
8.4735,0,0,0,0
8.4740,0,0,0,0
8.4745,0,0,0,0
8.4750,0,0,0,0
8.4755,0,0,0,0
8.4760,0,0,0,0
8.4765,0,0,0,0
8.4770,0,0,0,0
8.4775,0,0,0,0
8.4780,0,0,0,0
8.4785,0,0,0,0
8.4790,0,0,0,0
8.4795,0,0,0,0
8.4800,0,0,0,0
8.4805,0,0,0,0
8.4810,0,0,0,0
8.4815,0,0,0,0
8.4820,0,0,0,0
8.4825,0,0,0,0
8.4830,0,0,0,0
8.4835,0,0,0,0
8.4840,0,0,0,0
8.4845,0,0,0,0
8.4850,0,0,0,0
8.4855,0,0,0,0
8.4860,0,0,0,0
8.4865,0,0,0,0
8.4870,0,0,0,0
8.4875,0,0,0,0
8.4880,0,0,0,0
8.4885,0,0,0,0
8.4890,0,0,0,0
8.4895,0,0,0,0
8.4900,0,0,0,0
8.4905,0,0,0,0
8.4910,0,0,0,0
8.4915,0,0,0,0
8.4920,0,0,0,0
8.4925,0,0,0,0
8.4930,0,0,0,0
8.4935,0,0,0,0
8.4940,0,0,0,0
8.4945,0,0,0,0
8.4950,0,0,0,0
8.4955,0,0,0,0
8.4960,0,0,0,0
8.4965,0,0,0,0
8.4970,0,0,0,0
8.4975,0,0,0,0
8.4980,0,0,0,0
8.4985,0,0,0,0
8.4990,0,0,0,0
8.4995,0,0,0,0
8.5000,0,0,0,0
8.5005,0,0,0,0
8.5010,0,0,0,0
8.5015,0,0,0,0
8.5020,0,0,0,0
8.5025,0,0,0,0
8.5030,0,0,0,0
8.5035,0,0,0,0
8.5040,0,0,0,0
8.5045,0,0,0,0
8.5050,0,0,0,0
8.5055,0,0,0,0
8.5060,0,0,0,0
8.5065,0,0,0,0
8.5070,0,0,0,0
8.5075,0,0,0,0
8.5080,0,0,0,0
8.5085,0,0,0,0
8.5090,0,0,0,0
8.5095,0,0,0,0
8.5100,0,0,0,0
8.5105,0,0,0,0
8.5110,0,0,0,0
8.5115,0,0,0,0
8.5120,0,0,0,0
8.5125,0,0,0,0
8.5130,0,0,0,0
8.5135,0,0,0,0
8.5140,0,0,0,0
8.5145,0,0,0,0
8.5150,0,0,0,0
8.5155,0,0,0,0
8.5160,0,0,0,0
8.5165,0,0,0,0
8.5170,0,0,0,0
8.5175,0,0,0,0
8.5180,0,0,0,0
8.5185,0,0,0,0
8.5190,0,0,0,0
8.5195,0,0,0,0
8.5200,0,0,0,0
8.5205,0,0,0,0
8.5210,0,0,0,0
8.5215,0,0,0,0
8.5220,0,0,0,0
8.5225,0,0,0,0
8.5230,0,0,0,0
8.5235,0,0,0,0
8.5240,0,0,0,0
8.5245,0,0,0,0
8.5250,0,0,0,0
8.5255,0,0,0,0
8.5260,0,0,0,0
8.5265,0,0,0,0
8.5270,0,0,0,0
8.5275,0,0,0,0
8.5280,0,0,0,0
8.5285,0,0,0,0
8.5290,0,0,0,0
8.5295,0,0,0,0
8.5300,0,0,0,0
8.5305,0,0,0,0
8.5310,0,0,0,0
8.5315,0,0,0,0
8.5320,0,0,0,0
8.5325,0,0,0,0
8.5330,0,0,0,0
8.5335,0,0,0,0
8.5340,0,0,0,0
8.5345,0,0,0,0
8.5350,0,0,0,0
8.5355,0,0,0,0
8.5360,0,0,0,0
8.5365,0,0,0,0
8.5370,0,0,0,0
8.5375,0,0,0,0
8.5380,0,0,0,0
8.5385,0,0,0,0
8.5390,0,0,0,0
8.5395,0,0,0,0
8.5400,0,0,0,0
8.5405,0,0,0,0
8.5410,0,0,0,0
8.5415,0,0,0,0
8.5420,0,0,0,0
8.5425,0,0,0,0
8.5430,0,0,0,0
8.5435,0,0,0,0
8.5440,0,0,0,0
8.5445,0,0,0,0
8.5450,0,0,0,0
8.5455,0,0,0,0
8.5460,0,0,0,0
8.5465,0,0,0,0
8.5470,0,0,0,0
8.5475,0,0,0,0
8.5480,0,0,0,0
8.5485,0,0,0,0
8.5490,0,0,0,0
8.5495,0,0,0,0
8.5500,0,0,0,0
8.5505,0,0,0,0
8.5510,0,0,0,0
8.5515,0,0,0,0
8.5520,0,0,0,0
8.5525,0,0,0,0
8.5530,0,0,0,0
8.5535,0,0,0,0
8.5540,0,0,0,0
8.5545,0,0,0,0
8.5550,0,0,0,0
8.5555,0,0,0,0
8.5560,0,0,0,0
8.5565,0,0,0,0
8.5570,0,0,0,0
8.5575,0,0,0,0
8.5580,0,0,0,0
8.5585,0,0,0,0
8.5590,0,0,0,0
8.5595,0,0,0,0
8.5600,0,0,0,0
8.5605,0,0,0,0
8.5610,0,0,0,0
8.5615,0,0,0,0
8.5620,0,0,0,0
8.5625,0,0,0,0
8.5630,0,0,0,0
8.5635,0,0,0,0
8.5640,0,0,0,0
8.5645,0,0,0,0
8.5650,0,0,0,0
8.5655,0,0,0,0
8.5660,0,0,0,0
8.5665,0,0,0,0
8.5670,0,0,0,0
8.5675,0,0,0,0
8.5680,0,0,0,0
8.5685,0,0,0,0
8.5690,0,0,0,0
8.5695,0,0,0,0
8.5700,0,0,0,0
8.5705,0,0,0,0
8.5710,0,0,0,0
8.5715,0,0,0,0
8.5720,0,0,0,0
8.5725,0,0,0,0
8.5730,0,0,0,0
8.5735,0,0,0,0
8.5740,0,0,0,0
8.5745,0,0,0,0
8.5750,0,0,0,0
8.5755,0,0,0,0
8.5760,0,0,0,0
8.5765,0,0,0,0
8.5770,0,0,0,0
8.5775,0,0,0,0
8.5780,0,0,0,0
8.5785,0,0,0,0
8.5790,0,0,0,0
8.5795,0,0,0,0
8.5800,0,0,0,0
8.5805,0,0,0,0
8.5810,0,0,0,0
8.5815,0,0,0,0
8.5820,0,0,0,0
8.5825,0,0,0,0
8.5830,0,0,0,0
8.5835,0,0,0,0
8.5840,0,0,0,0
8.5845,0,0,0,0
8.5850,0,0,0,0
8.5855,0,0,0,0
8.5860,0,0,0,0
8.5865,0,0,0,0
8.5870,0,0,0,0
8.5875,0,0,0,0
8.5880,0,0,0,0
8.5885,0,0,0,0
8.5890,0,0,0,0
8.5895,0,0,0,0
8.5900,0,0,0,0
8.5905,0,0,0,0
8.5910,0,0,0,0
8.5915,0,0,0,0
8.5920,0,0,0,0
8.5925,0,0,0,0
8.5930,0,0,0,0
8.5935,0,0,0,0
8.5940,0,0,0,0
8.5945,0,0,0,0
8.5950,0,0,0,0
8.5955,0,0,0,0
8.5960,0,0,0,0
8.5965,0,0,0,0
8.5970,0,0,0,0
8.5975,0,0,0,0
8.5980,0,0,0,0
8.5985,0,0,0,0
8.5990,0,0,0,0
8.5995,0,0,0,0
8.6000,0,0,0,0
8.6005,0,0,0,0
8.6010,0,0,0,0
8.6015,0,0,0,0
8.6020,0,0,0,0
8.6025,0,0,0,0
8.6030,0,0,0,0
8.6035,0,0,0,0
8.6040,0,0,0,0
8.6045,0,0,0,0
8.6050,0,0,0,0
8.6055,0,0,0,0
8.6060,0,0,0,0
8.6065,0,0,0,0
8.6070,0,0,0,0
8.6075,0,0,0,0
8.6080,0,0,0,0
8.6085,0,0,0,0
8.6090,0,0,0,0
8.6095,0,0,0,0
8.6100,0,0,0,0
8.6105,0,0,0,0
8.6110,0,0,0,0
8.6115,0,0,0,0
8.6120,0,0,0,0
8.6125,0,0,0,0
8.6130,0,0,0,0
8.6135,0,0,0,0
8.6140,0,0,0,0
8.6145,0,0,0,0
8.6150,0,0,0,0
8.6155,0,0,0,0
8.6160,0,0,0,0
8.6165,0,0,0,0
8.6170,0,0,0,0
8.6175,0,0,0,0
8.6180,0,0,0,0
8.6185,0,0,0,0
8.6190,0,0,0,0
8.6195,0,0,0,0
8.6200,0,0,0,0
8.6205,0,0,0,0
8.6210,0,0,0,0
8.6215,0,0,0,0
8.6220,0,0,0,0
8.6225,0,0,0,0
8.6230,0,0,0,0
8.6235,0,0,0,0
8.6240,0,0,0,0
8.6245,0,0,0,0
8.6250,0,0,0,0
8.6255,0,0,0,0
8.6260,0,0,0,0
8.6265,0,0,0,0
8.6270,0,0,0,0
8.6275,0,0,0,0
8.6280,0,0,0,0
8.6285,0,0,0,0
8.6290,0,0,0,0
8.6295,0,0,0,0
8.6300,0,0,0,0
8.6305,0,0,0,0
8.6310,0,0,0,0
8.6315,0,0,0,0
8.6320,0,0,0,0
8.6325,0,0,0,0
8.6330,0,0,0,0
8.6335,0,0,0,0
8.6340,0,0,0,0
8.6345,0,0,0,0
8.6350,0,0,0,0
8.6355,0,0,0,0
8.6360,0,0,0,0
8.6365,0,0,0,0
8.6370,0,0,0,0
8.6375,0,0,0,0
8.6380,0,0,0,0
8.6385,0,0,0,0
8.6390,0,0,0,0
8.6395,0,0,0,0
8.6400,0,0,0,0
8.6405,0,0,0,0
8.6410,0,0,0,0
8.6415,0,0,0,0
8.6420,0,0,0,0
8.6425,0,0,0,0
8.6430,0,0,0,0
8.6435,0,0,0,0
8.6440,0,0,0,0
8.6445,0,0,0,0
8.6450,0,0,0,0
8.6455,0,0,0,0
8.6460,0,0,0,0
8.6465,0,0,0,0
8.6470,0,0,0,0
8.6475,0,0,0,0
8.6480,0,0,0,0
8.6485,0,0,0,0
8.6490,0,0,0,0
8.6495,0,0,0,0
8.6500,0,0,0,0
8.6505,0,0,0,0
8.6510,0,0,0,0
8.6515,0,0,0,0
8.6520,0,0,0,0
8.6525,0,0,0,0
8.6530,0,0,0,0
8.6535,0,0,0,0
8.6540,0,0,0,0
8.6545,0,0,0,0
8.6550,0,0,0,0
8.6555,0,0,0,0
8.6560,0,0,0,0
8.6565,0,0,0,0
8.6570,0,0,0,0
8.6575,0,0,0,0
8.6580,0,0,0,0
8.6585,0,0,0,0
8.6590,0,0,0,0
8.6595,0,0,0,0
8.6600,0,0,0,0
8.6605,0,0,0,0
8.6610,0,0,0,0
8.6615,0,0,0,0
8.6620,0,0,0,0
8.6625,0,0,0,0
8.6630,0,0,0,0
8.6635,0,0,0,0
8.6640,0,0,0,0
8.6645,0,0,0,0
8.6650,0,0,0,0
8.6655,0,0,0,0
8.6660,0,0,0,0
8.6665,0,0,0,0
8.6670,0,0,0,0
8.6675,0,0,0,0
8.6680,0,0,0,0
8.6685,0,0,0,0
8.6690,0,0,0,0
8.6695,0,0,0,0
8.6700,0,0,0,0
8.6705,0,0,0,0
8.6710,0,0,0,0
8.6715,0,0,0,0
8.6720,0,0,0,0
8.6725,0,0,0,0
8.6730,0,0,0,0
8.6735,0,0,0,0
8.6740,0,0,0,0
8.6745,0,0,0,0
8.6750,0,0,0,0
8.6755,0,0,0,0
8.6760,0,0,0,0
8.6765,0,0,0,0
8.6770,0,0,0,0
8.6775,0,0,0,0
8.6780,0,0,0,0
8.6785,0,0,0,0
8.6790,0,15,0,0
8.6795,0,0,0,0
8.6800,0,0,0,0
8.6805,0,15,0,0
8.6810,0,15,0,0
8.6815,0,0,0,0
8.6820,0,15,0,0
8.6825,0,15,0,0
8.6830,0,15,0,0
8.6835,0,15,0,0
8.6840,0,15,0,0
8.6845,0,16,0,0
8.6850,0,16,0,0
8.6855,0,16,0,0
8.6860,0,16,0,0
8.6865,0,16,0,0
8.6870,0,16,0,0
8.6875,0,16,0,0
8.6880,0,16,0,0
8.6885,0,16,0,0
8.6890,0,16,0,0
8.6895,0,16,0,0
8.6900,0,16,0,0
8.6905,0,16,0,0
8.6910,0,17,0,0
8.6915,0,17,0,0
8.6920,0,17,0,0
8.6925,0,17,0,0
8.6930,0,17,0,0
8.6935,0,17,0,0
8.6940,0,17,0,0
8.6945,0,17,0,0
8.6950,0,17,0,0
8.6955,0,18,0,0
8.6960,0,18,0,0
8.6965,0,17,0,0
8.6970,0,18,0,0
8.6975,0,18,0,0
8.6980,0,18,0,0
8.6985,0,17,0,0
8.6990,0,18,0,0
8.6995,0,18,0,0
8.7000,0,18,0,0
8.7005,0,18,0,0
8.7010,0,18,0,0
8.7015,0,19,0,0
8.7020,0,18,0,0
8.7025,0,19,0,0
8.7030,0,18,0,0
8.7035,0,18,0,0
8.7040,0,19,0,0
8.7045,0,19,0,0
8.7050,0,19,0,0
8.7055,0,19,0,0
8.7060,0,19,0,0
8.7065,0,19,0,0
8.7070,0,19,0,0
8.7075,0,19,0,0
8.7080,0,19,0,0
8.7085,0,19,0,0
8.7090,0,20,0,0
8.7095,0,20,0,0
8.7100,0,20,0,0
8.7105,0,20,0,0
8.7110,0,20,0,0
8.7115,0,20,0,0
8.7120,0,20,0,0
8.7125,0,20,0,0
8.7130,0,20,0,0
8.7135,0,20,0,0
8.7140,0,21,0,0
8.7145,0,20,0,0
8.7150,0,21,0,0
8.7155,0,20,0,0
8.7160,0,21,0,0
8.7165,0,21,0,0
8.7170,0,21,0,0
8.7175,0,21,0,0
8.7180,0,21,0,0
8.7185,0,21,0,0
8.7190,0,21,0,0
8.7195,0,21,0,0
8.7200,0,21,0,0
8.7205,0,22,0,0
8.7210,0,21,0,0
8.7215,0,22,0,0
8.7220,0,21,0,0
8.7225,0,22,0,0
8.7230,0,22,0,0
8.7235,0,22,0,0
8.7240,0,22,0,0
8.7245,0,22,0,0
8.7250,0,22,0,0
8.7255,0,22,0,0
8.7260,0,23,0,0
8.7265,0,23,0,0
8.7270,0,23,0,0
8.7275,0,23,0,0
8.7280,0,23,0,0
8.7285,0,23,0,0
8.7290,0,23,0,0
8.7295,0,23,0,0
8.7300,0,23,0,0
8.7305,0,23,0,0
8.7310,0,23,0,0
8.7315,0,23,0,0
8.7320,0,23,0,0
8.7325,0,23,0,0
8.7330,0,23,0,0
8.7335,0,23,0,0
8.7340,0,24,0,0
8.7345,0,24,0,0
8.7350,0,24,0,0
8.7355,0,24,0,0
8.7360,0,24,0,0
8.7365,0,24,0,0
8.7370,0,24,0,0
8.7375,0,24,0,0
8.7380,0,24,0,0
8.7385,0,24,0,0
8.7390,0,24,0,0
8.7395,0,24,0,0
8.7400,0,24,0,0
8.7405,0,25,0,0
8.7410,0,25,0,0
8.7415,0,25,0,0
8.7420,0,25,0,0
8.7425,0,25,0,0
8.7430,0,25,0,0
8.7435,0,25,0,0
8.7440,0,25,0,0
8.7445,0,25,0,0
8.7450,0,25,0,0
8.7455,0,25,0,0
8.7460,0,25,0,0
8.7465,0,26,0,0
8.7470,0,26,0,0
8.7475,0,25,0,0
8.7480,0,26,0,0
8.7485,0,26,0,0
8.7490,0,26,0,0
8.7495,0,26,0,0
8.7500,0,26,0,0
8.7505,0,26,0,0
8.7510,0,26,0,0
8.7515,0,26,0,0
8.7520,0,26,0,0
8.7525,0,27,0,0
8.7530,0,27,0,0
8.7535,0,27,0,0
8.7540,0,27,0,0
8.7545,0,27,0,0
8.7550,0,27,0,0
8.7555,0,27,0,0
8.7560,0,27,0,0
8.7565,0,27,0,0
8.7570,0,27,0,0
8.7575,0,27,0,0
8.7580,0,27,0,0
8.7585,0,27,0,0
8.7590,0,28,0,0
8.7595,0,28,0,0
8.7600,0,28,0,0
8.7605,0,28,0,0
8.7610,0,28,0,0
8.7615,0,28,0,0
8.7620,0,28,0,0
8.7625,0,28,0,0
8.7630,0,28,0,0
8.7635,0,28,0,0
8.7640,0,28,0,0
8.7645,0,28,0,0
8.7650,0,28,0,0
8.7655,0,28,0,0
8.7660,0,29,0,0
8.7665,0,29,0,0
8.7670,0,29,0,0
8.7675,0,29,0,0
8.7680,0,29,0,0
8.7685,0,29,0,0
8.7690,0,29,0,0
8.7695,0,29,0,0
8.7700,0,29,0,0
8.7705,0,29,0,0
8.7710,0,29,0,0
8.7715,0,30,0,0
8.7720,0,30,0,0
8.7725,0,30,0,0
8.7730,0,30,0,0
8.7735,0,30,0,0
8.7740,0,30,0,0
8.7745,0,30,0,0
8.7750,0,30,0,0
8.7755,0,30,0,0
8.7760,0,30,0,0
8.7765,0,30,0,0
8.7770,0,30,0,0
8.7775,0,30,0,0
8.7780,0,30,0,0
8.7785,0,31,0,0
8.7790,0,31,0,0
8.7795,0,31,0,0
8.7800,0,31,0,0
8.7805,0,31,0,0
8.7810,0,31,0,0
8.7815,0,31,0,0
8.7820,0,31,0,0
8.7825,0,31,0,0
8.7830,0,31,0,0
8.7835,0,31,0,0
8.7840,0,31,0,0
